1 160870;3118604
8 2363273;3074908;1909856;494164
17 591695;2979476;572835,1849136,1059360;2250353,96264,2904766;2593800,288852,559933,1172269
20 1897973,2983866,3137800,2305612;1032333,2155106,108418,2086165;875367,43012,1691566,224867
23 1397545;2752566;1385973
25 2922655,856529,1871521,1608466;2643701,3135944,1906939,132129;2082586,3012602,1594181,1435080;2366359,3241880,2745296,2856933
32 2464678;2797385,257071;1095905;2299743
47 1316340;2040948
49 3136530,399283,1061113,2769393;754750,1001289,3123624,1416772;45052,418006,691965,128675
68 2864078;714351;1090350
73 2289028,3264292,2612893,782942;191343,1768195,3011508;775885,357306,2870715,2379241;277404,3254590,313635;132126;69211
79 550009;84495;267502,1101533,1586674,865414;1601322,796668;519050,2765199,1917330,3167848
81 2517064;611636
90 1871293;51212;1425982;1218049
93 1908968;546332;1135169
98 2163196;3100197;487616;472833
104 2328834;2443313;1216671;2534462;3038324
105 1314430;1317301,705195;2112094,1640723;355873
109 3240320;3123994;113312
118 672211;122805;1529302;400824
121 3189432;110262
126 2139972;171619;2079218
127 154206;1511173
128 1702711;38530
129 3207280,159590,420150,1396974;1760562,2630557,2364815,1504079;2348526,2412011,2420175,445564;2502965,1113269,3236519,846899
130 2459245;2959914
137 2134710;1217574;978032;1182144
138 1711148;619641;1598075
155 2442828;2222520
159 2488985;2521303;2123245
165 270898;566501;1270073
182 154621;939061;1127761
194 2630675;1096406
195 2733984;1764721;1144418,2191985,3154602;1001468;486798
198 2195659,1594801,1993561,517354;1392587;1455258,988428,256106,3108649;2682971,718213,2667064
202 2493301;882286;448348,2816643,1505011;2148931,2161411,948408;1067276,1012453,2661106,58175
203 2714666;436125;569989;494911;127357
205 1905123;1710797;1701836,427451
207 2778299;599859
208 2798134;142866
212 2366257;3210586;1020542;925019
222 2546557,2181269,3186518,2408667;1776295,1936914,1189279,340520;1490504,3234466,486146;1104741,2880480,1693827,1115315;715294
224 3003685;1546074;2599858;1860632;106136
225 2366182;2580672
226 3086520;1140154;2974849
229 810542;365016;2183199
230 1841452;2100359;1125552;1248951;2518593
231 845548;2323284
237 2944727;464274;926600;1626139,366747,3158633,2107828;3257708;1653694,1277633,951128
251 1982153;2686057,2896683,2114604,350213;288214,813974,294292,727653;696043,655085,2240039;1366219,1846462,652380,404878
258 1166972;202502
265 3245395,1686975,2587201,2277059;2919058,321357,2198933,2642242;1090326,18310,438620;1818609;948226,445286,2139345,471565
269 540119;1369922;3242950;2980930;1630034
273 2139972;421844
275 2322480,1408561,169763;3015712;2593871,1850522;1855458,1397531,1297511;415223,940056
283 2845216;1166678;279888;2589594
294 2696230,1889558,676907,2231707;3048229,2959541,1982443,2182418;1552603,756061,123810,1324052
308 657232;63090
315 552959,2514228,2945525,2439414;930220,1032956,2129964,158916;161873,1363471,1224441
316 2179859;2295940;1163434
318 3193693;2770291
319 1669137;1704712;2728586;159920
322 2818168;941029
329 1971509;2122406;2722148;288496
332 2249974;2834894
334 2720101,676481,1243384;1107281;1443665,591384,1891604;1199727,1018311,167253,390949;3099970
339 2974849;3058365;173701
340 503554,974768,228658,95009;2903533,2690267,1831193;2181202,2196299,917354;1747319,2897911,1544343,1087139;95254;2736307
344 359329;2396739
347 638028;454645
348 2966979,1026196,1471379,953634;1811371,334810,451124,2712025;3204055,2741386,2597384,1528467
365 1520620;890219
368 2175646;593045;205636
373 1977543,1283471,65372,1787228;2313705,1683712,566621,414018;1845169,2333030,996948,1035480;1586505,101416,3165204,1215891
378 445638;2974849
379 513752;3194408;1695548
382 285935;126575;822429
383 2543192;944559
394 2748774,495726,1462289,1130571;2047108,3036774,1896595,3187769;99509,1938252,2054999,2599730;179958,1957544,1258476,3159059
402 3233181;3185628;2747003
405 150545;1701034
407 405323;2339070;2267112;124853
423 3019045;2990178
429 2596284,114171,292240;2785865,645781,991683;1814377;2242871,1954667
436 3058365;2139972
437 1821788;2746501;2106670;3096218
438 1352844,251929,1502589,312202;1012598,1471379,2883554,528271;1291411,2545284,156442,1952781;1132898,111239,1168164,850040
441 1315700;897869;33705
445 588421;2451458
448 1500278;2139972
450 2761758;2140104;2139972
451 2788303,1047655,1035571,1634824;1641770,2477655,3063439,1686622;3187243,3020293,2512713,2680517;3186544,1709345,351751,1147551
454 2353756;1503499
466 2219768,3005008,474780,1888184;1973082,3181359,1116305,241305;3267269,137098,1820585,1744887;2841553,2299711,3269681,439081
467 676483;2295940
468 1791112;406366
469 3076965;108647,1024395,1101325,2332433;2011644,3162531,2529905,823726;384285,2131436,2385512,1847239
471 2349596;1268534;1502789;1002547
481 3004293;1049814
483 2150523;1291664
493 2446396;1665275;1222613
508 1583684,3198447,2540843,1215206;285025,1324200;279400,1721340,1275168;2917028,2652692,202693,2664122;588299
512 597867;2557606,2042966,2967795;1656559;2605459,3059245,1087748,1071293
516 564766;2023840;915668;1623239
528 2642342;3093989
539 412248;608449
547 339986;1188646;2920458
548 552194;715364
568 2575517,3144470,3238032,1824913;3168841,2032673,3195509;495532,2768155;2216524;799254,2948840,1813973,1756051;1892370,1570309
575 675514;1769648
578 2406043;1765472;1430583;1649338;2877530
579 232386;592069;2458916;1801730
584 302733,790550,2188461,2359469;2838283,2231707,1287626,298317;2637965,243622,809470,289114;417162,434980,1319796,2862334
586 2139972;2632260
593 543355;351966
595 229540,1812409;3169922;1097246,2176945,2759586,2253004;530052,2402373,913863,58125;2181202,3241880,2779564,742296;1327936
608 1900482;2631396
609 2974849;1202596
