2 1842610;2741506
3 893028;993019,1375599,1913565,3036503;2849440;2546147;2329974,2661094,347849;884801,127779,3122713;2338561
4 2612866;1272124;2181942
5 3128145;2683359;855149
6 642818;2636382
7 2382346;870180;2026556
9 225098;3109261,1079118;1355697,2528981
10 2223124;646355
11 1463018,230955;1596334,1704853;2226122,284814,36278,480281
12 486682;1742221
13 310592;3261938
14 1500795;2851265
15 1245610,1958374,979730;769815,2185602;1265715,218882,1501531
16 286912;2489495;2587164
18 786783;1850472
19 1214212;2211353;2158228;1148496
21 445716;2386561;592282
22 786595;293255;354367
24 1833349;783504
26 3129172;2347368
27 1458958;1445390;1801299
28 2098780;2628643;1998296;3042661
29 2864445;257776;1907059
30 1849716;662170;878420
31 3152150;1250718;1346242
33 1526658;1891106
34 2186279;577705;1760012
35 2330682;2856740
36 520078;2516149
37 1625741;1430198
38 3210210;1725882;1730331
39 1248448;2559648,2942206;2419923,357165;2216389,975283,1160034,122722;281522,3097752;620074
40 1686867;3051929
41 532789;2518773;3212459;1585252;2121811
42 812800;2353972;356346
43 1395095;2640345
44 1437804;1050533;3016093;1529426
45 518293;2825054;2939620
46 2156968;717763
48 2759420;1120144;405945
50 1238143;1877422;893028;642229
51 289096;3249233
52 1904434;596466;2015920;2719528;824482;927996
53 974628;751579
54 8171;722391
55 3196478;1436458;2222376
56 95015;2744784
57 698078;2228174
58 3211265;2156022
59 368102;184394,2750874,3249387;3027663,3043295,2595741,1519819;2070670
60 2185786;1194293
61 1514909;153951
62 425584;2335317;74674
63 3200615;1318463;2328283;868896
64 669782;435887
65 1022049;1754596
66 1329309;3123531
67 1977919;1056199
69 3002138,3162009,526223;685733,3154021,1944321,1909070;1383364;2927958,271042,2379241,1967080;604828,2406616,308725,96086
70 2348975;915267
71 1561913;581483
72 73499;1580460;746651
74 3030880;2040489;1757503;1303128
75 2328930;2286390;410691
76 2764581;2815786
77 153453;2088910
78 2902151;2602309
80 2586521;2241856
82 892891;243653;2249617;2475683;3091096
83 2611261;1991250
84 2915950;2228553
85 131598;1445572
86 2922906;234109;1608466;1857913
87 2873188;503391
88 372022;500818;3227457
89 1666326;1063893;2594324
91 1890579;2035878
92 1783222;1976243
94 1722473;2487079
95 373778;1118863;819156,623233,445706;663825,2733838,1156991,2639325
96 2937046;1293369
97 200639;1444789,1195973,1078589;473346,2799504,2067213,2687378;501757,2161916,3137498,1162985;2773525,1662528,2406962,2672522;7461,1456387,545963,863674
99 1329722;1208703
100 2541500;1140154
101 3052484;2658547
102 546151;2160756
103 708595;1394385
106 445272;3257731;917149
107 3182582;179928
108 2766856;1796504
110 1428906;2148425
111 1391322;2581294
112 706496;813385;669199
113 151328;341283;994330
114 1427349;2422382;3114776
115 2742031;1672046
116 2843386;1903386;575023
117 2837446;692846;2561123;3015183
119 1875297;1746144,2843764,2110912,647313;106937,1977980,1934214;30413
120 2321393;1260606
122 2877326;1044638
123 3161942;1064353
124 3044639;75973
125 2006653;2024886;363519;522353
131 3100520;1237144
132 2249332;143309;786034;2095605;1661009
133 2299243;733545;2168319
134 448435;3088305
135 1861271;1422915
136 1893531;1580292;1075919
139 2594702;1656785;3144492;114725
140 1972575;1293920;632014
141 1522230;442953
142 157571;1082024;2258730
143 2594899;1451278;923169
144 410493,1550278,365232,2634416;1232564,3056039,545248,259198;1880042,2931436,2812234,2770426
145 714972;543985
146 1145870,217408;1850522;2561386,2268876,2376091,2390124;491833,252644,314626,732584
147 2769538;2739022
148 2239352;1179368
149 1458448;1940629;500304
150 184602;1011864;1610827;2534151
151 2379378;582630;2354421;1740012
152 995722;22943
153 1244364;2068374
154 1734674;940462;360254
156 3141293,294016,2373965;2888343,1195078;737808;3129403,810595;2475968,2325266,2398448
157 656978;1398456
158 1894821;2758711;1869421
160 2130272;1535594;554829
161 1642180;2577460;1813553;1847899
162 1132333;580846
163 217556;587459
164 1118245;2772268;2846977
166 1009109;3172470;2919486
167 3082114;1558054
168 2927783;2392908
169 1300385;344791;2631383;1127594
170 2593599;2267656
171 3106355;2855434;1607501
172 1122860;2411113
173 2017698;1732135;3078363
174 1392613;313495
175 1354264;613541
176 330786;2232158;1055139;902920
177 33330;1070891;392674
178 764907;2988198
179 1466924;1699365
180 732816;1756598
181 946201;271963;3024709
183 2693221;553269;403068;292641
184 1547658;1956544;2790464;3193981;2896683
185 711022;1425769
186 1122664;2661673;1401240
187 985206;1549771;1132670;2390630
188 1450473;3225634
189 641157;54526;3980
190 162890;1742074;2196985
191 3257791;2424853
192 1279681;776017
193 1703272;172084;2099359;807504
196 3181831;1920396
197 2124891,2546557,420034,268575;1714450;485802,2156695,1978829,1367040;1644782;2894723,2548083
199 2211019;2065284
200 1861025;2252937;899110
201 1175558;2934011
204 414787;1805798
206 976791;746396
209 2548468;822218
210 467400;2180784
211 105489;1569599;1995365
213 1498758,2816886,2154835,2340249;2895085,1111633,1503191,241305;2452503,3134361;413720,1930513;658822,17448,3109993;1784163
214 2430870;939156
215 2350793;116317
216 2852989;2412465
217 1036969;1586772
218 287389;2366165
219 2336806;3034534
220 2571743;1229310
221 430932;42116
223 459426;3175460;2191620;3212435;1594209
227 958232;679104;1612553
228 573185;1856388;1094312;2255399
232 777552;296229
233 833510;482675
234 1901743;2244414;19748
235 3225226;75149;1565365;719432
236 612005;1565331
238 18315;2445824
239 837936,1304102,2927513,2628858;2591125;159374,1373969,1887810,3112716;1653694,1769629,2393301
240 3230469;1451309
241 824232;1564962
242 3163176;1319059
243 2152528;1393078
244 1600604;1734333
245 1959170;509188;474611;2472330
246 2134951;2922729;1447644
247 3144021;969803
248 2179965;69511
249 975420;1735004
250 2480683;1233892
252 2139561;3180683
253 2922589;1894611;943714
254 43026;320189
255 1120989;1397608;1897093
256 1801216;1186721
257 2910209;1673990
259 3008933;1411118
260 1145515;63539;1016126
261 1210939;1032293;1626646
262 358922;2519969
263 52535;2851078
264 2353230;2355320
266 717223;1296656;3064065
267 2517256;2170205
268 1318914;2676438
270 2684082;2614333
271 1406335;234109;2954599
272 1950658;2546578
274 153771;950950
276 1479173;67722
277 1278102;3235459
278 639371;371705
279 2350086;1088760
280 1220576;2171132
281 917962;3113119
282 701879;2566379
284 1364284;304430
285 1322196;3231930
286 2199482;801882
287 1015459;1821394;2965728
288 1418515;1171320;571193,2846936;2388962,1699148,1905337,1378715;2921647,2864661,1629919,1720490
289 1438488;324336;3046744;3153380;2479546
290 1017155;821509
291 1134156;1800245
292 1130895;3084166;2652692;3262972
293 2492170;2338594
295 903585,1654720,757831,854064;2156416,640834,1329049,1668025;1061881,303026,2152392,2657715;1030229,3029417,2880480,2776237
296 18422;112269
297 1753078;1152275
298 381568;974526;2176693;1121289
299 412336;168000;482165
300 606964;764020
301 1196521;1973670
302 3207162;1285073;771864
303 421844;3086520
304 2690640;1825273
305 1723419;2859142
306 2294080;3014078
307 2937046;3022434
309 2429826;308706;1539488
310 3038589;2035738
311 2802325;2247429
312 2935618;2575972
313 471976;1025672;2476258
314 2842208;401849
317 1743069;2787298
320 158441;983960
321 2225268;2335083
323 2560943;706854;2867183;2539764
324 1477589;2245154
325 313495;2978268;2800946
326 2045851;427982;1989698
327 1909230;1467688
328 642920;111009
330 2388792;1203932
331 1627131;1250746
333 466605;1166553
335 571283,500528;87426,3076300;441543;2585313,2883554,2946185,347679;1928694;914995,3053730,57278
336 2847548;2031394;2304544;2541810
337 2293072;2426050
338 523747;2490485
341 670006;3208953
342 630283;1802692
343 193034;938117;1273284
345 1186372;132439;2120262;1063456
346 795735,3218676,1754081;965160,3023859,1099229,64518;1918613,829348,1937700,2929163;1055965;27281,2846325,1778563,1722897
349 343923;236630;1876278
350 843678;2508711
351 2026238;701209
352 1828504;382411;27839;2516220
353 1612020;2630921;2710437
354 2975862;825016;1584760;775466
355 2140566;1520961
356 247737;1070616;827723;674396
357 184910;155036
358 1507521;1047231
359 1387527,3219898,979082,3019091;2777360,1316968,3077424,1744438;1461042,1038561,1653694,1488575;493716,3162054,781593,3220666
360 421844;2876886;434470
361 2276619;3136040;1421532
362 2016324;753399
363 1410034;667314
364 1435599;2778954
366 463461;2227154
367 1558758;1583392
369 2351665;2534356
370 1054066;2459954;179964
371 1837464;1513761;3176815
372 2976500;2779353
374 459769;1352489;580714
375 990421;48729
376 1511073;1006185;1936246;2996689
377 118190;558026
380 1264336;1355811
381 2937495;706496;669199
384 2457328;2577543
385 2852310;919254
386 2820160;1272128
387 1101533;51194;1325288
388 916744;2493325
389 2148425;2068374
390 1558671;191472
391 1999951;2298508
392 2318860;284974;952348;1927498
393 1617460;1658212
395 2745361;2279595
396 2098316;2842484;1046755
397 1552830;2788582,89767;1575526
398 1032083;2635026;323846
399 876631;2682971;917704
400 109182;392674
401 866280;139315
403 676869;885322
404 162309;2514892
406 1980085;2334846;2519806
408 2382458,2668378,1282340,143466;962715,1033742,2395719;2811861
409 1100524;1452914;1715788
410 665536;278692;1404150
411 463573;1369761
412 2753478;2139808;1779655;1258809
413 1276048;2136970;775995
414 149254;2944228
415 1432674;1847567;2600440;295678
416 3107420;2567644
417 434470;1458958
418 1852779;1672022;169015;2512088;2163052
419 1124449;1068753
420 35226;3010306;2145246
421 1423178;764020
422 1298508;2236530
424 2670099,599121,282679,2684736;971575,2670030,2502142,1372832;589309,1960043,2113849,528206
425 1778276;2950006;2888082;1274079;238448
426 2379218;2337962;2906653
427 1125435;257456
428 1456532;2973185
430 1689011;1918940;3256527;2283760;492545
431 1265804;867479
432 2938812;1647215
433 843554;2827733
434 530942;718284
435 3132672;2664318
439 1604350,2572149,465433,3060406;2746424,720246,2593753,1090867;3025049,123128,425223,3259045
440 2855568;530545;2445116
442 2513525;463461
443 1631613;299021
444 549438;485872
446 2745361;665762
447 2231469;962772;1259003
449 490154;3261233
452 2431142;1320463;3095329
453 2748681;610454
455 2343326;1151344
456 3156298,184024,3084166,2294613;2187074,985228,1561327,842136;2321365,894778,1962710,446090;1113891,2751238,2057115,1481780
457 754600;1429109;2129186
458 1187639;2180386
459 568402;159630
460 1943016;1590049
461 339798;2686105
462 1249941;2293072
463 2558935;1761346
464 855636;1495724;115151
465 2350616;316853;1764756
470 695756;820262
472 1222584;1725549
473 646186;2232984;1536305;2714124
474 943345;2324696
475 3097751,1540091;2993641;315424
476 34035;96576
477 3210253;1796304
478 1699215;829784;3260984;897766
479 2033921;1194341
480 2062207;196056
482 528781;1518928;1849098
484 3207973;527133
485 815811;966460
486 463231;985314
487 3142016;943164
488 2265726;1944004;1690458
489 1062118;1917588;39856,1571771,2915248,1617815;1516180,187018,2787884;1551164,25551,2441664,124495;1787796,2238194,3174959
490 2088815;317248
491 369088;2395324;1511454
492 2549006;678364
494 3153380;1438488
495 85554;2172543;3197502
