2299099 661376,995027
2034208 1638585,655580,1708375
1668425 445211,2811771,3039347,3083888,2629566,1312251,758173,2978246,2123179
753833 3120115,173555,240404
2593029 341906
427835 204670,3133349,2664191,1674135,3213119,1893612,2938827,654840,117496,37936,476104
2138319 1090681
2235531 2866279
159590 1760562,2630557,2364815,1504079,2348526,2412011,2420175,445564,2502965,1113269,3236519,846899,583556
1431592 3071752
589905 2409181
1977543 2313705,1683712,566621,414018,1845169,2333030,996948,1035480,1586505,101416,3165204,1215891,2311745,253188,1033045,547648,968292,144276,3101124,2651280,2134596,1739965,2082272,2158349,459223,586205,800146,1575786,2593198
2326515 3171046,2069961
2520114 359771,741996
2019888 2200211,1622540,2740222
636966 2493038,1437434,2493038
711278 667105
2391507 1614348,3005961,1932960,817526,793022,2369524,487016,2739534,105633
1280336 2568455,836057,3024304,235462,2696230,2680200,374851,906509,2970105,577799,1230473,2194289,3002138
2497210 2322829,1394918,3252602,2565972,1371695,618726,89732,45340,2775875,24515,2726246,65781,236078,224950,352687,399940
1425851 784406,2612141
2973233 1321272,2081182,2313705,1366219,1683046,1654388,1787693,1955496,2984928,2949632,3198209,2431210,3243043,1925556,2903936,1537389,1183109,2688430
1688354 2436146,3024696
2217869 2954933,129862,2527350,488834,504484,2980368,586829,1051383
3085990 1245250,37055
2675273 822361
24992 165476,2748510,2653249,1043620,263063,2275452,2610715,566621
2543428 1235446,3145111,2709251
1298063 151383,836057,526223,821816,2231435,1426539,519639,2912110,191959,2228083,1051117,3128598,1651291,2751899,247044,1256192
3067507 2337501,691821,2988566,993945,1246041,994709,1654388,843678,499683,2092370,337361
2138934 887550
460809 1518793,3250741,3135783,2117499
285875 493959,952415
1145141 2761599,1689399,1503639,2918432,2418562,2139972,219565,2139972,2139972,2730835,1652434,2079218,2139972,1507465,2087136,2761599,2192414,2974849,1946825,2079218,2192414,2237176,2079218,171619,1322088,2139972,1436921,2913379,2139972,2079218,2192414,2139972,1917694
3148585 1884714
1279528 2218699,778032,13906,1215858,312571,1846145,1146261,1278134
1638342 529935
2782988 3150634,2629014
1095499 3163540,990135,3175575
2651613 1425164,1005521,617884,2498202,3139320,2886219,743865,2887966,815402
2898853 1317229,2175943,2673388,1464709,252764,2678653,1628081,2332784,136311,2678177,2163148,2784069
2939645 32604
215401 53596
2566466 2855492,1264988
2474793 2481933,414181,2916851,1117269
2112363 1659393,376368
2856012 1807307,2273170,2875521
140759 1308023,2250464,1787406,928175,1004405,1610502,3159414,195694,676481,2271828,2481398,1489315,676727,52641,218053,2527408,888724,1118694,2204358,2736894,1998754,3034760,1451372,782375,2438231,847506,215963,844817,832989,88561,497883,2076993,697647,1512920,3028019,1825782,2304250,115723,838081,1972228,433389,1592329,2049557,1296617,2542079,875791,1486163,2323640,477978,2502142,456754,390874,2339031,2639345,623233,2548082,1986098,1138814,461093,2898848,210901
1696213 1656230
866623 3254469,3036955,3090365,215704,2857424,3006985,2257947,2519940
2379822 2408278
1279527 1728429,1027850,371468,530364,1625894,751921,2331301,2523723,2934823,52452,910476,65139
2396739 359329
2297999 1710742,3252559,1620926
2066526 729324,1334364,2876959,967034,8998,575951,2470913,1663212,3128613,10489
497883 1118694,2204358,2736894,1998754,3034760,1451372,782375,2438231,140759,1092012,847506,215963,844817,832989,88561
461093 819156,2548082,591079,969040,1413202,191426,1843098,555650,2190117,304724,3045020,2438410,2323640,477978,2502142,456754,390874,2339031,2639345,623233,2548082,1986098,140759,928044
1337380 542204,179752,932162,2392996,2184445,1627199,2275325,2257085,2544506,1853205,1704972,2626656,2573969,1417475,1232261
2698544 1940607,1149919
2504416 85413,3213636,1193539,2314356,2915109,2058811,2210358,148954
981215 339866,3198378
2092195 1359685,747061,1549046,1269443,1657410,564762,1065061,1278814,2851488,1645722,916596,28821,550297,134427,932950,274772
2669130 2576127,2159071,113852
1345659 1523918,595628,311021,595628
1123850 941496,2448217,2110068,1093282,1066993,1417547,1093282
