2771214 1922134
2185378 718296
447692 3233899,2030138,3211882,2594159
659313 3261230,492970
399940 2322829,1394918,3252602,2565972,1371695,618726,89732,45340,2775875,24515,2726246,65781,2497210,2680662,3207593,2333229
81421 594968,1542939
958305 834951,1265648,131741,2444198,516028,581825,1105080,848410,271784,1059445,1833172,2867854,222877
1136896 1443075
1874853 2341393,1689953
1983189 1176532,568648,1669069,2524690,282276,2507809,3037853,2993961,871870,1342893,2131441,388409,458479,2430433,664505,1373041
433340 1033550,2047984,774658,704828,3081855,2555423,1653694,915691
2959529 165535,3098814,2922146,2364403,1909451,2565940,2186664,423556,59628,521330,774413,98194,976986,1825782,2161534,1744580,979441,1754234,646929,2970623,272080,34929,2738893,3108943,1056147,2634520,3026645,86674,1260864,774658,2620671,2440091,1744897,2305898,1296928,1505658,1363646,1140952,1936473,985148,1578926,2290866,2148372,590630,1447036,2193708,1217574,137098,1820585,1183636,429696,2215053,259194,34929,1002871,484053
204264 756345
2489095 1793584,2032413,1593992
1423897 2203025,2276402,344791,1502790,2181202,317303,2005553,1416936,1170718,2282335,2258750,1413213,2456225,23094,22721,1498507,628122,2849943,1255632,3187696,2081498,418685,2940916,1520032,1802978,1794001,1887748,2909513,663810,347212,2955640,132627,2145843,2954494,2884555,2582230,1514791,3163043,1740889
513752 149606,1950543,3194408,1695548
2564560 2395085
1929394 886661,303953
1133686 2276841
1739279 1970205
1004405 1308023,2250464,1787406,928175,1610502,3159414,195694,676481,2271828,2481398,1489315,676727,140759,979282,1891604,52641,218053,2527408,888724
805636 2674458
2524690 2471159,3118266,741804,279027,2787069,1202205,1259054,290636,2276402,1293181,3041653,1023483,2856581,1910184,2216516,2191691,745825,1037829,2347225,2777269,2960781,1660795,3181302,1767711,604339,2380901,1254310,1020534,655412,3215171,282276,2507809,3037853,2993961,871870,1342893,2131441,2164150,1983189,669190,824580,388409,458479,2430433,664505,1373041
1848584 2642386,1399039,2052985,2631754,2017105,2398735,1684879,1989951,2100359,2563984,967630,1161773,1207174,3108993,704238,1168008,2644286,516596,2142535,689503
1376993 2077279,1896769,2272533,2713001,2997529,1360899,835478,2042354,530900,1899602,1428453,836138
2944413 1749550,2858560,1853094
54320 2170144,1030298
251070 2133984,3174081,689755,834166,271042,300961,2379241,1590230
354996 288819,3238241
4624 3000598,1276262,55588,2734609,843925,2634615,2229507,2358444,513174,3093616,2685504,2507592,490008,926138,2015085,287840
748011 2750554
527408 2514595,1062343,293101,264821,1619898,2137217,2140324,3227057,1451228,1430026,274838
689709 1563051
2636382 642818
3119759 2137439,593913
1843445 76698,347212,2841042
2664544 1813843,1802428,1736744,1010918,2102449,16271,109833,2306765
847648 1063186,641787,1514256
1124131 2041733,102212
2688733 2624747,1538877
2217433 2484462,2153143,1807503,2503324
1501820 836575
3269079 1620191
3058576 2955340,2097229,1242182,1400676
3086357 1195748
1735601 2623795,1767484,1518358
1674024 3141890,918751,747424,1294902,3229920,776434,1559851,2177074,563734,2312840,1665687,1304263,1310115,1094596,381595,3194382,2824063,112583,1936161,806989,1465662
3083121 1127740
171906 165639,2350538,1411645,1115314,2895578,1022692,1627606,1328341,171764,2619129,1548686
2093441 159145
466319 846955,2944155,2633609,3211724,392067,860052,818402,1214571
2061479 2970803,46500,66602,1462388,1774908,2192063,2159333,1727835,2235372,1434147,385897
1324880 233459,2646125,49063,1049001,1642077,1514791,717203,1436318
656994 545111,1424355,2736520
805947 539096,894955,1210986,2417753,2342916,2399301,1438224,694810,1856720,1230188,118214,2221881,515947,1462280,1237556,2441533,2822301,685990,283184
3237588 1251086
2724291 2073210,2474387,1783576,2762290,1023991,383250,2406616,219740,30424,1944321,1263496
1008001 3081910
730034 2454605,624957
3205864 271042,2289781,2981196,1998153,1166513,3224588,2769663,1228334,2598112,982783,1680245,1881530,1585223,646455,1327495
537864 3207756,2849225
40128 2636935
321969 1365619,3232376
1569696 936707,486798,1068752,1629662,3118131,3135519,3008332,1653694,1843742,2696230,438815,1928080
2833095 2246950,1695536,1155448,1261339,817640,206702,975360,1430251,2566036,2828868,548596,2198155,2705279,3195930,1079218,2043831,945412,67471,2371980,2710015,2521195,1887810,2352139,2804363,1675906,1973196,2201510,2955169,1616231,562131
379446 2309504,613163,3251682,359351,1203369,2672908
